CHAPTER	WORD_POSITION	WINNER	NOUN	PRONOUN	ADJECTIVE	VERB	AUXILIARY-VERB	ADVERB	PREPOSITON	CONJUCTION	INTERJECTION	UNKNOWN	
6	3	Noun	38	0	30	20	2	1	0	0	0	10	
6	4	Noun	53	0	26	16	1	1	0	0	0	4	
6	5	Noun	46	0	29	17	0	3	0	0	0	6	
6	6	Noun	40	0	27	6	1	3	0	0	0	4	
7	1	Noun	71	0	23	29	4	6	0	0	5	25	
7	2	Noun	83	0	38	16	1	3	0	0	5	17	
7	3	Noun	73	0	24	36	2	8	0	0	2	18	
7	4	Noun	87	0	45	21	0	2	0	0	1	7	
7	5	Noun	75	0	36	36	1	3	0	0	1	11	
7	6	Noun	81	0	27	21	0	4	0	0	0	8	
8	1	Noun	71	0	27	18	1	6	0	0	0	9	
8	2	Noun	69	0	30	24	0	4	0	0	0	5	
8	3	Noun	70	0	28	21	0	5	0	0	0	8	
8	4	Noun	63	0	35	19	0	10	0	0	0	5	
8	5	Noun	75	0	18	24	0	8	1	0	0	6	
8	6	Noun	71	0	24	22	1	7	0	0	0	7	
8	7	Noun	70	0	25	25	1	5	0	0	0	6	
8	8	Noun	59	0	18	18	0	6	0	0	0	9	
9	1	Noun	84	0	47	51	1	3	0	0	0	19	
9	2	Noun	84	0	54	48	3	2	0	0	0	14	
9	3	Noun	90	0	50	33	6	8	0	0	0	18	
9	4	Noun	103	0	46	46	0	3	0	0	0	7	
9	5	Noun	102	0	40	44	1	4	0	0	0	14	
9	6	Noun	85	0	44	27	3	5	0	0	0	3	
10	1	Noun	63	0	46	34	4	2	0	0	0	12	
10	2	Noun	72	0	30	37	1	6	0	0	0	15	
10	3	Noun	82	0	36	35	0	3	0	0	0	5	
10	4	Noun	80	0	33	33	3	6	0	0	0	6	
10	5	Noun	69	0	45	36	1	4	0	0	0	6	
10	6	Noun	57	0	30	26	0	1	0	0	0	11	
11	1	Noun	82	0	33	36	2	7	0	0	1	11	
11	2	Noun	76	0	41	28	0	9	0	0	0	18	
11	3	Noun	76	0	37	41	1	10	0	0	0	7	
11	4	Noun	73	0	40	40	2	7	1	0	0	9	
11	5	Noun	82	0	39	27	1	11	0	0	1	11	
11	6	Noun	72	0	29	27	2	3	0	0	1	13	
12	1	Noun	86	1	25	27	0	6	0	0	3	18	
12	2	Noun	64	1	45	29	0	4	0	0	0	23	
12	3	Noun	81	1	35	28	2	9	0	0	0	10	
12	4	Noun	92	0	30	20	1	5	0	0	1	17	
12	5	Noun	74	0	33	36	1	6	0	0	0	16	
12	6	Noun	67	0	28	26	1	6	0	0	0	8	
13	1	Noun	102	0	42	42	4	16	0	0	0	22	
13	2	Noun	110	0	57	32	1	6	0	0	1	21	
13	3	Noun	115	0	37	47	5	9	0	0	0	15	
13	4	Noun	101	0	40	59	2	7	0	0	0	19	
13	5	Noun	106	0	49	47	2	9	0	0	0	15	
13	6	Noun	91	0	45	26	3	3	0	0	0	16	
14	1	Noun	60	0	38	35	1	5	0	0	0	12	
14	2	Noun	87	0	21	27	1	6	0	0	0	9	
14	3	Noun	75	0	32	22	1	4	0	0	0	17	
14	4	Noun	77	0	36	29	0	5	0	0	0	4	
14	5	Noun	77	0	35	22	2	6	0	0	0	9	
14	6	Noun	76	0	27	35	2	6	0	0	0	5	
14	7	Noun	58	0	26	27	0	4	0	0	0	7	
15	1	Noun	83	0	34	32	1	2	0	0	0	6	
15	2	Noun	74	0	32	28	2	5	0	0	0	17	
15	3	Noun	77	0	36	32	0	4	1	0	0	8	
15	4	Noun	68	0	41	35	0	5	0	0	0	9	
15	5	Noun	88	0	24	29	1	4	0	0	0	12	
15	6	Noun	77	0	28	20	2	3	0	0	0	8	
16	1	Noun	78	0	29	33	3	7	0	0	0	7	
16	2	Noun	64	0	43	30	1	6	0	0	0	13	
16	3	Noun	84	0	29	34	1	4	0	0	0	5	
16	4	Noun	84	0	29	24	3	4	0	0	0	13	
16	5	Noun	92	0	23	29	1	4	0	0	0	8	
16	6	Noun	65	0	25	30	0	3	0	0	0	8	
17	1	Noun	55	0	24	15	2	1	0	0	0	13	
17	2	Noun	45	0	28	20	0	4	0	0	0	13	
17	3	Noun	48	0	29	22	1	2	0	0	0	8	
17	4	Noun	55	0	26	23	0	1	0	0	0	5	
17	5	Noun	57	0	16	22	2	3	0	0	0	10	
17	6	Noun	57	0	21	24	0	1	0	0	0	7	
17	7	Noun	47	0	22	35	1	1	0	0	0	4	
17	8	Noun	55	0	20	13	1	2	0	0	0	3	
18	1	Noun	70	0	36	40	1	2	0	0	1	15	
18	2	Noun	84	0	33	34	3	2	0	0	0	9	
18	3	Noun	80	0	42	24	2	8	0	0	0	9	
18	4	Noun	91	0	35	27	0	1	0	0	0	11	
18	5	Noun	73	0	37	31	2	5	1	0	0	16	
18	6	Noun	67	1	24	26	2	5	0	0	0	9	
19	1	Noun	108	0	23	47	1	4	0	0	0	10	
19	2	Noun	100	0	39	30	0	7	0	0	0	17	
19	3	Noun	100	0	33	42	0	7	0	0	0	11	
19	4	Noun	99	0	40	36	1	6	0	0	1	10	
19	5	Noun	98	0	39	36	1	3	0	0	1	15	
19	6	Noun	96	0	29	25	1	0	0	0	0	8	
20	1	Noun	71	0	30	28	1	4	0	0	0	11	
20	2	Noun	61	0	39	32	0	6	0	0	0	7	
20	3	Noun	72	0	38	26	1	3	0	0	0	5	
20	4	Noun	73	0	33	27	1	2	0	0	0	9	
20	5	Noun	77	0	41	19	2	3	0	0	0	3	
20	6	Noun	77	0	30	28	2	4	0	0	0	4	
